image,image_level_affordance,object,pixel_level_affordance
./part-affordance-dataset/tools/mug_02/mug_02_00000016_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000016_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000016_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000016_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000006_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000006_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000006_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000006_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000064_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000064_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000064_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000064_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000090_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000090_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000090_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000090_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000080_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000080_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000080_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000080_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000029_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000029_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000029_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000029_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000039_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000039_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000039_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000039_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000141_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000141_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000141_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000141_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000237_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000237_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000237_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000237_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000227_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000227_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000227_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000227_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000245_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000245_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000245_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000245_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000133_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000133_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000133_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000133_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000123_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000123_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000123_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000123_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000115_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000115_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000115_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000115_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000263_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000263_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000263_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000263_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000211_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000211_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000211_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000211_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000201_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000201_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000201_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000201_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000177_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000177_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000177_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000177_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000052_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000052_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000052_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000052_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000042_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000042_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000042_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000042_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000193_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000193_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000193_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000193_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000183_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000183_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000183_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000183_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000099_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000099_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000099_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000099_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000030_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000030_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000030_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000030_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000148_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000148_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000148_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000148_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000020_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000020_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000020_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000020_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000066_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000066_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000066_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000066_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000076_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000076_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000076_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000076_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000004_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000004_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000004_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000004_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000014_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000014_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000014_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000014_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000121_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000121_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000121_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000121_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000049_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000049_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000049_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000049_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000131_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000131_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000131_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000131_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000247_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000247_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000247_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000247_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000198_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000198_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000198_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000198_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000188_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000188_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000188_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000188_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000082_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000082_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000082_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000082_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000092_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000092_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000092_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000092_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000235_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000235_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000235_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000235_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000143_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000143_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000143_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000143_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000153_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000153_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000153_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000153_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000165_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000165_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000165_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000165_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000203_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000203_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000203_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000203_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000213_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000213_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000213_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000213_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000261_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000261_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000261_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000261_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000107_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000107_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000107_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000107_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000022_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000022_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000022_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000022_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000032_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000032_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000032_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000032_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000040_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000040_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000040_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000040_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000138_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000138_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000138_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000138_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000128_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000128_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000128_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000128_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000181_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000181_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000181_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000181_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000191_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000191_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000191_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000191_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000174_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000174_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000174_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000174_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000212_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000212_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000212_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000212_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000202_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000202_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000202_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000202_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000260_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000260_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000260_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000260_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000116_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000116_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000116_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000116_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000033_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000033_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000033_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000033_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000023_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000023_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000023_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000023_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000190_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000190_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000190_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000190_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000180_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000180_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000180_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000180_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000051_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000051_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000051_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000051_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000139_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000139_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000139_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000139_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000041_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000041_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000041_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000041_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000077_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000077_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000077_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000077_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000015_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000015_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000015_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000015_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000005_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000005_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000005_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000005_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000189_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000189_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000189_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000189_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000199_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000199_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000199_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000199_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000048_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000048_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000048_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000048_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000120_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000120_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000120_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000120_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000058_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000058_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000058_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000058_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000256_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000256_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000256_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000256_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000234_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000234_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000234_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000234_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000224_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000224_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000224_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000224_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000152_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000152_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000152_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000152_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000142_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000142_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000142_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000142_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000083_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000083_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000083_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000083_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000243_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000243_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000243_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000243_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000253_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000253_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000253_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000253_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000125_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000125_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000125_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000125_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000147_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000147_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000147_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000147_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000157_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000157_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000157_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000157_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000221_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000221_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000221_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000221_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000231_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000231_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000231_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000231_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000096_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000096_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000096_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000096_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000062_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000062_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000062_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000062_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000072_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000072_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000072_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000072_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000178_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000178_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000178_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000178_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000010_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000010_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000010_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000010_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000026_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000026_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000026_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000026_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000036_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000036_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000036_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000036_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000238_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000238_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000238_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000238_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000185_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000185_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000185_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000185_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000195_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000195_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000195_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000195_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000044_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000044_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000044_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000044_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000054_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000054_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000054_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000054_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000217_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000217_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000217_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000217_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000161_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000161_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000161_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000161_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000019_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000019_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000019_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000019_label.mat
./part-affordance-dataset/tools/mug_02/mug_02_00000171_rgb.jpg,./part-affordance-dataset/tools/mug_02/mug_02_00000171_aff.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000171_obj.npy,./part-affordance-dataset/tools/mug_02/mug_02_00000171_label.mat
